configuration File: repair_assigned_prob.cfg
Puzzle File: puzzle_data.txt
log = ../logs/repair_assigned_prob_log.txt
solution = ../logs/repair_assigned_prob_solution.txt
seed = 76576929858044
wallOnOff = 1
forced_validity = 1
defaultRow = 12
defaultCol = 10
maxRows = 18
maxCols = 18
experiments = 30
evaluations = 10000
exit_on_converge = 1
number_converge_evals = 25
population_size = 100
number_of_children = 200
tournament_size_parent = 5
tournament_size_survival = 10
parent_selection_type = 4
survival_selection_type = 4
penalty_coefficient = 0.1
fitness_type = 3
survival_strategy = 2
mutation_rate = 0.1

Result Log


Run 1
100	0.27195945945945954	0.4527027027027027
300	0.3757432432432431	0.527027027027027
500	0.4337837837837838	0.6351351351351351
700	0.5116216216216217	0.6351351351351351
900	0.5570945945945948	0.6554054054054054
1100	0.5758783783783784	0.6824324324324325
1300	0.5833783783783782	0.7297297297297297
1500	0.5936486486486491	0.7297297297297297
1700	0.6093243243243245	0.7297297297297297
1900	0.6341216216216218	0.7635135135135135
2100	0.6660135135135132	0.7635135135135135
2300	0.6795270270270268	0.7905405405405406
2500	0.6716216216216214	0.7905405405405406
2700	0.6724999999999998	0.7972972972972973
2900	0.6568918918918917	0.7905405405405406
3100	0.6647297297297295	0.8243243243243243
3300	0.6897972972972969	0.831081081081081
3500	0.7208108108108102	0.8378378378378378
3700	0.6798648648648649	0.8378378378378378
3900	0.6939189189189192	0.8581081081081081
4100	0.7285135135135135	0.8716216216216216
4300	0.6474324324324325	0.8716216216216216
4500	0.6621621621621618	0.8716216216216216
4700	0.6760810810810812	0.8716216216216216
4900	0.7082432432432433	0.8716216216216216
5100	0.7074324324324328	0.8513513513513513
5300	0.6558108108108104	0.8445945945945946
5500	0.6879054054054053	0.8783783783783784
5700	0.7106081081081083	0.8581081081081081
5900	0.6933108108108108	0.8918918918918919
6100	0.7181081081081081	0.8716216216216216
6300	0.6853378378378377	0.8716216216216216
6500	0.6768918918918918	0.8716216216216216
6700	0.6489189189189188	0.8986486486486487
6900	0.6439189189189191	0.8986486486486487
7100	0.6752027027027029	0.8986486486486487
7300	0.7289864864864865	0.8986486486486487
7500	0.6696621621621618	0.8986486486486487
7700	0.6827027027027026	0.9054054054054054
7900	0.6964864864864861	0.918918918918919
8100	0.7474999999999998	0.9121621621621622
8300	0.6789864864864862	0.9054054054054054
8500	0.6551351351351349	0.9054054054054054
8700	0.6504729729729732	0.9054054054054054
8900	0.6804054054054051	0.9256756756756757
9100	0.6960135135135136	0.8986486486486487
